n,idx,distribution,travel,serv,obj,iters,time,alg,cost_profile,scaling
15,19,0,0,1,2405.607,0.0,91.054,mtsp,"(1, 2.5, 10)",0.8
15,2,0,0,0,1199.869,0.0,93.384,mtsp,"(1, 2.5, 10)",0.8
15,2,0,0,1,1965.681,0.0,88.269,mtsp,"(1, 2.5, 10)",0.8
15,3,0,0,0,1230.052,0.0,89.312,mtsp,"(1, 2.5, 10)",0.8
15,3,0,0,1,1998.598,0.0,95.698,mtsp,"(1, 2.5, 10)",0.8
15,4,0,0,0,1591.384,0.0,83.717,mtsp,"(1, 2.5, 10)",0.8
15,4,0,0,1,2675.093,0.0,83.038,mtsp,"(1, 2.5, 10)",0.8
15,5,0,0,0,1366.47,0.0,96.289,mtsp,"(1, 2.5, 10)",0.8
15,5,0,0,1,2330.34,0.0,91.778,mtsp,"(1, 2.5, 10)",0.8
15,6,0,0,0,1389.188,0.0,89.968,mtsp,"(1, 2.5, 10)",0.8
15,6,0,0,1,2350.998,0.0,92.345,mtsp,"(1, 2.5, 10)",0.8
15,7,0,0,0,1484.75,0.0,90.288,mtsp,"(1, 2.5, 10)",0.8
15,7,0,0,1,2578.988,0.0,93.547,mtsp,"(1, 2.5, 10)",0.8
15,8,0,0,0,1233.415,0.0,99.455,mtsp,"(1, 2.5, 10)",0.8
15,8,0,0,1,2051.568,0.0,84.525,mtsp,"(1, 2.5, 10)",0.8
15,9,0,0,0,1512.171,0.0,94.625,mtsp,"(1, 2.5, 10)",0.8
15,9,0,0,1,2627.553,0.0,94.071,mtsp,"(1, 2.5, 10)",0.8
15,0,0,0,0,1227.004,640.0,226.871,lns,"(1, 2.5, 10)",0.4
15,0,0,0,1,2010.458,840.0,227.012,lns,"(1, 2.5, 10)",0.4
15,1,0,0,0,1251.428,528.0,229.213,lns,"(1, 2.5, 10)",0.4
15,1,0,0,1,2093.019,849.0,226.845,lns,"(1, 2.5, 10)",0.4
15,10,0,0,0,1202.19,562.0,228.338,lns,"(1, 2.5, 10)",0.4
15,10,0,0,1,2023.563,814.0,227.415,lns,"(1, 2.5, 10)",0.4
15,11,0,0,0,1224.991,557.0,227.283,lns,"(1, 2.5, 10)",0.4
15,11,0,0,1,2059.552,888.0,227.04,lns,"(1, 2.5, 10)",0.4
15,12,0,0,0,1178.153,561.0,228.288,lns,"(1, 2.5, 10)",0.4
15,12,0,0,1,1969.413,780.0,227.848,lns,"(1, 2.5, 10)",0.4
15,13,0,0,0,1283.629,625.0,226.968,lns,"(1, 2.5, 10)",0.4
15,13,0,0,1,2137.531,920.0,226.686,lns,"(1, 2.5, 10)",0.4
15,14,0,0,0,1266.502,620.0,227.188,lns,"(1, 2.5, 10)",0.4
15,14,0,0,1,2069.282,886.0,226.959,lns,"(1, 2.5, 10)",0.4
15,15,0,0,0,1195.832,532.0,228.27,lns,"(1, 2.5, 10)",0.4
15,15,0,0,1,2034.01,762.0,227.607,lns,"(1, 2.5, 10)",0.4
15,16,0,0,0,1289.202,609.0,227.772,lns,"(1, 2.5, 10)",0.4
15,16,0,0,1,2084.03,894.0,226.898,lns,"(1, 2.5, 10)",0.4
15,17,0,0,0,1125.649,532.0,228.806,lns,"(1, 2.5, 10)",0.4
15,17,0,0,1,1887.134,761.0,228.178,lns,"(1, 2.5, 10)",0.4
15,18,0,0,0,1378.456,657.0,226.988,lns,"(1, 2.5, 10)",0.4
15,18,0,0,1,2317.706,836.0,227.27,lns,"(1, 2.5, 10)",0.4
15,19,0,0,0,1304.431,635.0,227.167,lns,"(1, 2.5, 10)",0.4
15,19,0,0,1,2159.354,915.0,226.775,lns,"(1, 2.5, 10)",0.4
15,2,0,0,0,1082.915,581.0,227.566,lns,"(1, 2.5, 10)",0.4
15,2,0,0,1,1814.704,832.0,227.605,lns,"(1, 2.5, 10)",0.4
15,3,0,0,0,1085.12,561.0,227.757,lns,"(1, 2.5, 10)",0.4
15,3,0,0,1,1776.586,881.0,226.902,lns,"(1, 2.5, 10)",0.4
15,4,0,0,0,1470.747,631.0,227.047,lns,"(1, 2.5, 10)",0.4
15,4,0,0,1,2463.489,849.0,227.441,lns,"(1, 2.5, 10)",0.4
15,5,0,0,0,1241.52,441.0,234.831,lns,"(1, 2.5, 10)",0.4
15,5,0,0,1,2061.687,682.0,230.705,lns,"(1, 2.5, 10)",0.4
15,6,0,0,0,1277.861,564.0,227.006,lns,"(1, 2.5, 10)",0.4
15,6,0,0,1,2142.647,787.0,226.966,lns,"(1, 2.5, 10)",0.4
15,7,0,0,0,1326.084,555.0,227.906,lns,"(1, 2.5, 10)",0.4
15,7,0,0,1,2233.527,818.0,227.118,lns,"(1, 2.5, 10)",0.4
15,8,0,0,0,1134.832,535.0,229.893,lns,"(1, 2.5, 10)",0.4
15,8,0,0,1,1878.297,708.0,229.067,lns,"(1, 2.5, 10)",0.4
15,9,0,0,0,1443.138,553.0,226.88,lns,"(1, 2.5, 10)",0.4
15,9,0,0,1,2409.588,901.0,226.543,lns,"(1, 2.5, 10)",0.4
15,0,0,0,0,1272.246,0.0,2.04,nnsvf,"(1, 2.5, 10)",0.3
15,0,0,0,1,2103.348,0.0,1.64,nnsvf,"(1, 2.5, 10)",0.3
15,1,0,0,0,1290.901,0.0,2.414,nnsvf,"(1, 2.5, 10)",0.3
15,1,0,0,1,2180.475,0.0,1.486,nnsvf,"(1, 2.5, 10)",0.3
15,10,0,0,0,1275.528,0.0,1.716,nnsvf,"(1, 2.5, 10)",0.3
15,10,0,0,1,2123.475,0.0,1.388,nnsvf,"(1, 2.5, 10)",0.3
15,11,0,0,0,1286.891,0.0,1.97,nnsvf,"(1, 2.5, 10)",0.3
15,11,0,0,1,2179.448,0.0,1.447,nnsvf,"(1, 2.5, 10)",0.3
15,12,0,0,0,1202.984,0.0,3.995,nnsvf,"(1, 2.5, 10)",0.3
15,12,0,0,1,1993.935,0.0,3.115,nnsvf,"(1, 2.5, 10)",0.3
15,13,0,0,0,1341.468,0.0,2.466,nnsvf,"(1, 2.5, 10)",0.3
15,13,0,0,1,2292.749,0.0,1.838,nnsvf,"(1, 2.5, 10)",0.3
15,14,0,0,0,1298.069,0.0,2.142,nnsvf,"(1, 2.5, 10)",0.3
15,14,0,0,1,2176.126,0.0,1.757,nnsvf,"(1, 2.5, 10)",0.3
15,15,0,0,0,1275.874,0.0,2.057,nnsvf,"(1, 2.5, 10)",0.3
15,15,0,0,1,2165.765,0.0,1.313,nnsvf,"(1, 2.5, 10)",0.3
15,16,0,0,0,1299.583,0.0,2.322,nnsvf,"(1, 2.5, 10)",0.3
15,16,0,0,1,2114.889,0.0,1.605,nnsvf,"(1, 2.5, 10)",0.3
15,17,0,0,0,1194.334,0.0,1.829,nnsvf,"(1, 2.5, 10)",0.3
15,17,0,0,1,2016.001,0.0,1.414,nnsvf,"(1, 2.5, 10)",0.3
15,18,0,0,0,1438.142,0.0,1.847,nnsvf,"(1, 2.5, 10)",0.3
15,18,0,0,1,2419.455,0.0,1.184,nnsvf,"(1, 2.5, 10)",0.3
15,19,0,0,0,1348.04,0.0,2.219,nnsvf,"(1, 2.5, 10)",0.3
15,19,0,0,1,2286.703,0.0,1.731,nnsvf,"(1, 2.5, 10)",0.3
15,2,0,0,0,1092.326,0.0,2.408,nnsvf,"(1, 2.5, 10)",0.3
15,2,0,0,1,1847.957,0.0,1.84,nnsvf,"(1, 2.5, 10)",0.3
15,3,0,0,0,1123.716,0.0,2.383,nnsvf,"(1, 2.5, 10)",0.3
15,3,0,0,1,1865.893,0.0,1.879,nnsvf,"(1, 2.5, 10)",0.3
15,4,0,0,0,1462.248,0.0,2.675,nnsvf,"(1, 2.5, 10)",0.3
15,4,0,0,1,2491.229,0.0,2.531,nnsvf,"(1, 2.5, 10)",0.3
15,5,0,0,0,1341.588,0.0,2.219,nnsvf,"(1, 2.5, 10)",0.3
15,5,0,0,1,2283.746,0.0,1.514,nnsvf,"(1, 2.5, 10)",0.3
15,6,0,0,0,1318.004,0.0,2.364,nnsvf,"(1, 2.5, 10)",0.3
15,6,0,0,1,2217.982,0.0,1.687,nnsvf,"(1, 2.5, 10)",0.3
15,7,0,0,0,1351.402,0.0,2.376,nnsvf,"(1, 2.5, 10)",0.3
15,7,0,0,1,2298.193,0.0,1.813,nnsvf,"(1, 2.5, 10)",0.3
15,8,0,0,0,1189.315,0.0,5.674,nnsvf,"(1, 2.5, 10)",0.3
15,8,0,0,1,1973.268,0.0,4.412,nnsvf,"(1, 2.5, 10)",0.3
15,9,0,0,0,1469.984,0.0,1.737,nnsvf,"(1, 2.5, 10)",0.3
15,9,0,0,1,2483.05,0.0,1.519,nnsvf,"(1, 2.5, 10)",0.3
15,0,0,0,0,1658.534,0.0,2.973,svf,"(1, 2.5, 10)",0.9
15,0,0,0,1,2440.855,0.0,1.247,svf,"(1, 2.5, 10)",0.9
15,1,0,0,0,1713.652,0.0,2.601,svf,"(1, 2.5, 10)",0.9
15,1,0,0,1,2535.066,0.0,1.173,svf,"(1, 2.5, 10)",0.9
15,10,0,0,0,1680.265,0.0,2.808,svf,"(1, 2.5, 10)",0.9
15,10,0,0,1,2451.55,0.0,1.286,svf,"(1, 2.5, 10)",0.9
15,11,0,0,0,1665.301,0.0,2.438,svf,"(1, 2.5, 10)",0.9
15,11,0,0,1,2453.266,0.0,1.14,svf,"(1, 2.5, 10)",0.9
15,12,0,0,0,1499.336,0.0,3.084,svf,"(1, 2.5, 10)",0.9
15,12,0,0,1,2288.632,0.0,2.055,svf,"(1, 2.5, 10)",0.9
15,13,0,0,0,1829.49,0.0,3.042,svf,"(1, 2.5, 10)",0.9
15,13,0,0,1,2704.15,0.0,1.391,svf,"(1, 2.5, 10)",0.9
15,14,0,0,0,1660.512,0.0,2.987,svf,"(1, 2.5, 10)",0.9
15,14,0,0,1,2552.26,0.0,1.44,svf,"(1, 2.5, 10)",0.9
15,15,0,0,0,1799.381,0.0,3.022,svf,"(1, 2.5, 10)",0.9
15,15,0,0,1,2548.76,0.0,1.281,svf,"(1, 2.5, 10)",0.9
15,16,0,0,0,1751.788,0.0,2.688,svf,"(1, 2.5, 10)",0.9
15,16,0,0,1,2521.451,0.0,1.425,svf,"(1, 2.5, 10)",0.9
15,17,0,0,0,1629.249,0.0,3.121,svf,"(1, 2.5, 10)",0.9
15,17,0,0,1,2344.889,0.0,1.226,svf,"(1, 2.5, 10)",0.9
15,18,0,0,0,1866.109,0.0,2.191,svf,"(1, 2.5, 10)",0.9
15,18,0,0,1,2850.053,0.0,1.12,svf,"(1, 2.5, 10)",0.9
15,19,0,0,0,1755.559,0.0,2.424,svf,"(1, 2.5, 10)",0.9
15,19,0,0,1,2668.829,0.0,1.212,svf,"(1, 2.5, 10)",0.9
15,2,0,0,0,1400.547,0.0,3.002,svf,"(1, 2.5, 10)",0.9
15,2,0,0,1,2115.377,0.0,1.369,svf,"(1, 2.5, 10)",0.9
15,3,0,0,0,1512.321,0.0,3.067,svf,"(1, 2.5, 10)",0.9
15,3,0,0,1,2263.168,0.0,1.517,svf,"(1, 2.5, 10)",0.9
15,4,0,0,0,1805.077,0.0,2.676,svf,"(1, 2.5, 10)",0.9
15,4,0,0,1,2834.82,0.0,1.229,svf,"(1, 2.5, 10)",0.9
15,5,0,0,0,1853.074,0.0,2.883,svf,"(1, 2.5, 10)",0.9
15,5,0,0,1,2696.443,0.0,1.369,svf,"(1, 2.5, 10)",0.9
15,6,0,0,0,1733.262,0.0,2.897,svf,"(1, 2.5, 10)",0.9
15,6,0,0,1,2596.666,0.0,1.387,svf,"(1, 2.5, 10)",0.9
15,7,0,0,0,1775.81,0.0,2.672,svf,"(1, 2.5, 10)",0.9
15,7,0,0,1,2694.745,0.0,1.304,svf,"(1, 2.5, 10)",0.9
15,8,0,0,0,1569.802,0.0,4.583,svf,"(1, 2.5, 10)",0.9
15,8,0,0,1,2305.746,0.0,3.196,svf,"(1, 2.5, 10)",0.9
15,9,0,0,0,1835.128,0.0,2.395,svf,"(1, 2.5, 10)",0.9
15,9,0,0,1,2870.739,0.0,1.029,svf,"(1, 2.5, 10)",0.9
15,0,0,0,0,1578.474,0.0,2.646,svf,"(1, 2.5, 10)",0.8
15,0,0,0,1,2442.881,0.0,1.357,svf,"(1, 2.5, 10)",0.8
15,1,0,0,0,1636.589,0.0,2.453,svf,"(1, 2.5, 10)",0.8
15,1,0,0,1,2493.698,0.0,1.049,svf,"(1, 2.5, 10)",0.8
15,10,0,0,0,1599.952,0.0,2.704,svf,"(1, 2.5, 10)",0.8
15,10,0,0,1,2394.753,0.0,1.154,svf,"(1, 2.5, 10)",0.8
15,11,0,0,0,1593.337,0.0,2.197,svf,"(1, 2.5, 10)",0.8
15,11,0,0,1,2413.155,0.0,1.114,svf,"(1, 2.5, 10)",0.8
15,12,0,0,0,1444.985,0.0,2.965,svf,"(1, 2.5, 10)",0.8
15,12,0,0,1,2255.718,0.0,2.045,svf,"(1, 2.5, 10)",0.8
15,13,0,0,0,1736.772,0.0,2.857,svf,"(1, 2.5, 10)",0.8
15,13,0,0,1,2626.173,0.0,1.321,svf,"(1, 2.5, 10)",0.8
15,14,0,0,0,1595.107,0.0,2.652,svf,"(1, 2.5, 10)",0.8
15,14,0,0,1,2509.899,0.0,1.481,svf,"(1, 2.5, 10)",0.8
15,15,0,0,0,1711.061,0.0,2.871,svf,"(1, 2.5, 10)",0.8
15,15,0,0,1,2549.489,0.0,1.231,svf,"(1, 2.5, 10)",0.8
15,16,0,0,0,1677.313,0.0,2.11,svf,"(1, 2.5, 10)",0.8
15,16,0,0,1,2488.523,0.0,1.266,svf,"(1, 2.5, 10)",0.8
15,17,0,0,0,1551.212,0.0,2.942,svf,"(1, 2.5, 10)",0.8
15,17,0,0,1,2303.682,0.0,1.327,svf,"(1, 2.5, 10)",0.8
15,18,0,0,0,1786.54,0.0,2.119,svf,"(1, 2.5, 10)",0.8
15,18,0,0,1,2763.306,0.0,1.173,svf,"(1, 2.5, 10)",0.8
15,19,0,0,0,1688.954,0.0,1.812,svf,"(1, 2.5, 10)",0.8
15,19,0,0,1,2585.327,0.0,1.181,svf,"(1, 2.5, 10)",0.8
15,2,0,0,0,1343.204,0.0,2.863,svf,"(1, 2.5, 10)",0.8
15,2,0,0,1,2090.884,0.0,1.354,svf,"(1, 2.5, 10)",0.8
15,3,0,0,0,1439.208,0.0,2.976,svf,"(1, 2.5, 10)",0.8
15,3,0,0,1,2199.718,0.0,1.481,svf,"(1, 2.5, 10)",0.8
15,4,0,0,0,1752.0,0.0,2.53,svf,"(1, 2.5, 10)",0.8
15,4,0,0,1,2757.66,0.0,1.256,svf,"(1, 2.5, 10)",0.8
15,5,0,0,0,1761.061,0.0,3.147,svf,"(1, 2.5, 10)",0.8
15,5,0,0,1,2646.279,0.0,1.434,svf,"(1, 2.5, 10)",0.8
15,6,0,0,0,1657.172,0.0,2.634,svf,"(1, 2.5, 10)",0.8
15,6,0,0,1,2551.013,0.0,1.358,svf,"(1, 2.5, 10)",0.8
15,7,0,0,0,1695.545,0.0,2.807,svf,"(1, 2.5, 10)",0.8
15,7,0,0,1,2619.19,0.0,1.277,svf,"(1, 2.5, 10)",0.8
15,8,0,0,0,1488.069,0.0,5.173,svf,"(1, 2.5, 10)",0.8
15,8,0,0,1,2219.24,0.0,3.208,svf,"(1, 2.5, 10)",0.8
15,9,0,0,0,1769.637,0.0,2.232,svf,"(1, 2.5, 10)",0.8
15,9,0,0,1,2762.603,0.0,1.248,svf,"(1, 2.5, 10)",0.8
15,0,0,0,0,1222.307,0.0,2.268,nnsvf,"(1, 2.5, 10)",0.2
15,0,0,0,1,2078.382,0.0,1.75,nnsvf,"(1, 2.5, 10)",0.2
15,1,0,0,0,1243.921,0.0,1.903,nnsvf,"(1, 2.5, 10)",0.2
15,1,0,0,1,2168.248,0.0,1.655,nnsvf,"(1, 2.5, 10)",0.2
15,10,0,0,0,1218.909,0.0,2.024,nnsvf,"(1, 2.5, 10)",0.2
15,10,0,0,1,2073.441,0.0,1.631,nnsvf,"(1, 2.5, 10)",0.2
15,11,0,0,0,1230.665,0.0,2.006,nnsvf,"(1, 2.5, 10)",0.2
15,11,0,0,1,2122.795,0.0,1.644,nnsvf,"(1, 2.5, 10)",0.2
15,12,0,0,0,1155.325,0.0,4.377,nnsvf,"(1, 2.5, 10)",0.2
15,12,0,0,1,1944.36,0.0,3.818,nnsvf,"(1, 2.5, 10)",0.2
15,13,0,0,0,1290.841,0.0,2.405,nnsvf,"(1, 2.5, 10)",0.2
15,13,0,0,1,2237.884,0.0,1.974,nnsvf,"(1, 2.5, 10)",0.2
15,14,0,0,0,1254.767,0.0,2.671,nnsvf,"(1, 2.5, 10)",0.2
15,14,0,0,1,2175.616,0.0,2.028,nnsvf,"(1, 2.5, 10)",0.2
15,15,0,0,0,1218.684,0.0,1.974,nnsvf,"(1, 2.5, 10)",0.2
15,15,0,0,1,2109.21,0.0,1.427,nnsvf,"(1, 2.5, 10)",0.2
15,16,0,0,0,1240.305,0.0,2.307,nnsvf,"(1, 2.5, 10)",0.2
15,16,0,0,1,2072.085,0.0,2.1,nnsvf,"(1, 2.5, 10)",0.2
15,17,0,0,0,1136.26,0.0,2.296,nnsvf,"(1, 2.5, 10)",0.2
15,17,0,0,1,1905.871,0.0,1.579,nnsvf,"(1, 2.5, 10)",0.2
15,18,0,0,0,1387.173,0.0,1.905,nnsvf,"(1, 2.5, 10)",0.2
15,18,0,0,1,2359.189,0.0,1.52,nnsvf,"(1, 2.5, 10)",0.2
15,19,0,0,0,1315.764,0.0,1.903,nnsvf,"(1, 2.5, 10)",0.2
15,19,0,0,1,2223.011,0.0,1.849,nnsvf,"(1, 2.5, 10)",0.2
15,2,0,0,0,1057.224,0.0,2.985,nnsvf,"(1, 2.5, 10)",0.2
15,2,0,0,1,1785.777,0.0,2.192,nnsvf,"(1, 2.5, 10)",0.2
15,3,0,0,0,1090.499,0.0,2.972,nnsvf,"(1, 2.5, 10)",0.2
15,3,0,0,1,1870.259,0.0,2.156,nnsvf,"(1, 2.5, 10)",0.2
15,4,0,0,0,1420.659,0.0,3.027,nnsvf,"(1, 2.5, 10)",0.2
15,4,0,0,1,2472.928,0.0,2.607,nnsvf,"(1, 2.5, 10)",0.2
15,5,0,0,0,1285.954,0.0,1.895,nnsvf,"(1, 2.5, 10)",0.2
15,5,0,0,1,2226.054,0.0,1.545,nnsvf,"(1, 2.5, 10)",0.2
15,6,0,0,0,1257.013,0.0,2.3,nnsvf,"(1, 2.5, 10)",0.2
15,6,0,0,1,2170.176,0.0,2.1,nnsvf,"(1, 2.5, 10)",0.2
15,7,0,0,0,1324.004,0.0,2.293,nnsvf,"(1, 2.5, 10)",0.2
15,7,0,0,1,2262.48,0.0,2.003,nnsvf,"(1, 2.5, 10)",0.2
15,8,0,0,0,1124.273,0.0,5.943,nnsvf,"(1, 2.5, 10)",0.2
15,8,0,0,1,1919.96,0.0,4.807,nnsvf,"(1, 2.5, 10)",0.2
15,9,0,0,0,1407.66,0.0,1.811,nnsvf,"(1, 2.5, 10)",0.2
15,9,0,0,1,2391.191,0.0,1.794,nnsvf,"(1, 2.5, 10)",0.2
15,0,0,0,0,1448.012,10000.0,14.407,dotsp,"(1, 2.5, 10)",1.0
15,0,0,0,1,2398.162,10000.0,13.762,dotsp,"(1, 2.5, 10)",1.0
15,1,0,0,0,1381.417,10000.0,12.649,dotsp,"(1, 2.5, 10)",1.0
15,1,0,0,1,2247.434,10000.0,11.432,dotsp,"(1, 2.5, 10)",1.0
15,10,0,0,0,1381.949,10000.0,12.348,dotsp,"(1, 2.5, 10)",1.0
15,10,0,0,1,2283.933,10000.0,11.281,dotsp,"(1, 2.5, 10)",1.0
15,11,0,0,0,1407.47,10000.0,10.007,dotsp,"(1, 2.5, 10)",1.0
15,11,0,0,1,2308.416,10000.0,9.313,dotsp,"(1, 2.5, 10)",1.0
15,12,0,0,0,1423.331,10000.0,13.135,dotsp,"(1, 2.5, 10)",1.0
15,12,0,0,1,2298.004,10000.0,12.34,dotsp,"(1, 2.5, 10)",1.0
15,13,0,0,0,1432.378,10000.0,10.424,dotsp,"(1, 2.5, 10)",1.0
15,13,0,0,1,2390.687,10000.0,9.23,dotsp,"(1, 2.5, 10)",1.0
15,14,0,0,0,1459.495,10000.0,11.469,dotsp,"(1, 2.5, 10)",1.0
15,14,0,0,1,2428.955,10000.0,10.85,dotsp,"(1, 2.5, 10)",1.0
15,15,0,0,0,1445.799,10000.0,16.447,dotsp,"(1, 2.5, 10)",1.0
15,15,0,0,1,2330.783,10000.0,15.679,dotsp,"(1, 2.5, 10)",1.0
15,16,0,0,0,1404.885,10000.0,10.274,dotsp,"(1, 2.5, 10)",1.0
15,16,0,0,1,2296.283,10000.0,9.395,dotsp,"(1, 2.5, 10)",1.0
15,17,0,0,0,1301.854,10000.0,20.585,dotsp,"(1, 2.5, 10)",1.0
15,17,0,0,1,2151.815,10000.0,19.009,dotsp,"(1, 2.5, 10)",1.0
15,18,0,0,0,1518.821,10000.0,9.642,dotsp,"(1, 2.5, 10)",1.0
15,18,0,0,1,2524.503,10000.0,8.864,dotsp,"(1, 2.5, 10)",1.0
15,19,0,0,0,1531.216,10000.0,12.632,dotsp,"(1, 2.5, 10)",1.0
15,19,0,0,1,2482.379,10000.0,11.44,dotsp,"(1, 2.5, 10)",1.0
15,2,0,0,0,1278.565,10000.0,11.551,dotsp,"(1, 2.5, 10)",1.0
15,2,0,0,1,2122.224,10000.0,10.386,dotsp,"(1, 2.5, 10)",1.0
15,3,0,0,0,1282.544,10000.0,11.153,dotsp,"(1, 2.5, 10)",1.0
15,3,0,0,1,2105.17,10000.0,10.87,dotsp,"(1, 2.5, 10)",1.0
15,4,0,0,0,1634.035,10000.0,8.794,dotsp,"(1, 2.5, 10)",1.0
15,4,0,0,1,2686.371,10000.0,7.69,dotsp,"(1, 2.5, 10)",1.0
15,5,0,0,0,1458.656,10000.0,16.832,dotsp,"(1, 2.5, 10)",1.0
15,5,0,0,1,2361.06,10000.0,14.536,dotsp,"(1, 2.5, 10)",1.0
15,6,0,0,0,1492.388,10000.0,13.216,dotsp,"(1, 2.5, 10)",1.0
15,6,0,0,1,2418.76,10000.0,12.164,dotsp,"(1, 2.5, 10)",1.0
15,7,0,0,0,1501.639,10000.0,11.895,dotsp,"(1, 2.5, 10)",1.0
15,7,0,0,1,2483.29,10000.0,10.511,dotsp,"(1, 2.5, 10)",1.0
15,8,0,0,0,1280.694,10000.0,11.766,dotsp,"(1, 2.5, 10)",1.0
15,8,0,0,1,2105.668,10000.0,11.022,dotsp,"(1, 2.5, 10)",1.0
15,9,0,0,0,1565.664,10000.0,15.136,dotsp,"(1, 2.5, 10)",1.0
15,9,0,0,1,2648.08,10000.0,12.743,dotsp,"(1, 2.5, 10)",1.0
15,0,0,0,0,1172.826,0.0,2.57,nnsvf,"(1, 2.5, 10)",0.1
15,0,0,0,1,2066.146,0.0,2.496,nnsvf,"(1, 2.5, 10)",0.1
15,1,0,0,0,1191.906,0.0,2.435,nnsvf,"(1, 2.5, 10)",0.1
15,1,0,0,1,2128.647,0.0,2.475,nnsvf,"(1, 2.5, 10)",0.1
15,10,0,0,0,1169.303,0.0,2.39,nnsvf,"(1, 2.5, 10)",0.1
15,10,0,0,1,2052.628,0.0,2.108,nnsvf,"(1, 2.5, 10)",0.1
15,11,0,0,0,1177.426,0.0,2.365,nnsvf,"(1, 2.5, 10)",0.1
15,11,0,0,1,2057.827,0.0,2.44,nnsvf,"(1, 2.5, 10)",0.1
15,12,0,0,0,1098.08,0.0,4.735,nnsvf,"(1, 2.5, 10)",0.1
15,12,0,0,1,1947.135,0.0,4.607,nnsvf,"(1, 2.5, 10)",0.1
15,13,0,0,0,1231.126,0.0,2.958,nnsvf,"(1, 2.5, 10)",0.1
15,13,0,0,1,2148.225,0.0,2.646,nnsvf,"(1, 2.5, 10)",0.1
15,14,0,0,0,1214.451,0.0,3.612,nnsvf,"(1, 2.5, 10)",0.1
15,14,0,0,1,2206.988,0.0,3.082,nnsvf,"(1, 2.5, 10)",0.1
15,15,0,0,0,1161.079,0.0,2.497,nnsvf,"(1, 2.5, 10)",0.1
15,15,0,0,1,2056.864,0.0,2.277,nnsvf,"(1, 2.5, 10)",0.1
15,16,0,0,0,1187.559,0.0,3.033,nnsvf,"(1, 2.5, 10)",0.1
15,16,0,0,1,2055.268,0.0,3.396,nnsvf,"(1, 2.5, 10)",0.1
15,17,0,0,0,1086.859,0.0,2.637,nnsvf,"(1, 2.5, 10)",0.1
15,17,0,0,1,1934.334,0.0,2.613,nnsvf,"(1, 2.5, 10)",0.1
15,18,0,0,0,1348.502,0.0,2.141,nnsvf,"(1, 2.5, 10)",0.1
15,18,0,0,1,2395.949,0.0,2.23,nnsvf,"(1, 2.5, 10)",0.1
15,19,0,0,0,1256.25,0.0,2.356,nnsvf,"(1, 2.5, 10)",0.1
15,19,0,0,1,2195.314,0.0,2.551,nnsvf,"(1, 2.5, 10)",0.1
15,2,0,0,0,1015.056,0.0,4.096,nnsvf,"(1, 2.5, 10)",0.1
15,2,0,0,1,1756.32,0.0,3.361,nnsvf,"(1, 2.5, 10)",0.1
15,3,0,0,0,1035.845,0.0,3.547,nnsvf,"(1, 2.5, 10)",0.1
15,3,0,0,1,1822.815,0.0,3.119,nnsvf,"(1, 2.5, 10)",0.1
15,4,0,0,0,1388.668,0.0,4.432,nnsvf,"(1, 2.5, 10)",0.1
15,4,0,0,1,2473.421,0.0,3.003,nnsvf,"(1, 2.5, 10)",0.1
15,5,0,0,0,1243.028,0.0,2.415,nnsvf,"(1, 2.5, 10)",0.1
15,5,0,0,1,2160.286,0.0,2.232,nnsvf,"(1, 2.5, 10)",0.1
15,6,0,0,0,1215.881,0.0,3.198,nnsvf,"(1, 2.5, 10)",0.1
15,6,0,0,1,2103.258,0.0,2.698,nnsvf,"(1, 2.5, 10)",0.1
15,7,0,0,0,1257.823,0.0,3.095,nnsvf,"(1, 2.5, 10)",0.1
15,7,0,0,1,2261.174,0.0,2.695,nnsvf,"(1, 2.5, 10)",0.1
15,8,0,0,0,1064.803,0.0,3.251,nnsvf,"(1, 2.5, 10)",0.1
15,8,0,0,1,1864.958,0.0,2.701,nnsvf,"(1, 2.5, 10)",0.1
15,9,0,0,0,1371.224,0.0,2.335,nnsvf,"(1, 2.5, 10)",0.1
15,9,0,0,1,2365.669,0.0,2.337,nnsvf,"(1, 2.5, 10)",0.1
15,0,0,0,0,1374.256,0.0,2.149,nnsvf,"(1, 2.5, 10)",0.5
15,0,0,0,1,2239.879,0.0,1.331,nnsvf,"(1, 2.5, 10)",0.5
15,1,0,0,0,1414.643,0.0,1.997,nnsvf,"(1, 2.5, 10)",0.5
15,1,0,0,1,2271.21,0.0,1.345,nnsvf,"(1, 2.5, 10)",0.5
15,10,0,0,0,1344.318,0.0,2.02,nnsvf,"(1, 2.5, 10)",0.5
15,10,0,0,1,2242.163,0.0,1.212,nnsvf,"(1, 2.5, 10)",0.5
15,11,0,0,0,1401.16,0.0,1.898,nnsvf,"(1, 2.5, 10)",0.5
15,11,0,0,1,2287.932,0.0,1.185,nnsvf,"(1, 2.5, 10)",0.5
15,12,0,0,0,1286.68,0.0,3.414,nnsvf,"(1, 2.5, 10)",0.5
15,12,0,0,1,2146.564,0.0,2.769,nnsvf,"(1, 2.5, 10)",0.5
15,13,0,0,0,1442.333,0.0,3.979,nnsvf,"(1, 2.5, 10)",0.5
15,13,0,0,1,2388.178,0.0,1.725,nnsvf,"(1, 2.5, 10)",0.5
15,14,0,0,0,1379.191,0.0,2.175,nnsvf,"(1, 2.5, 10)",0.5
15,14,0,0,1,2286.289,0.0,1.462,nnsvf,"(1, 2.5, 10)",0.5
